2017-11-07,asx,asx,09:17,asx:HEG,BRIEF-Hill End Gold seeks trading halt 
2017-11-07,asx,asx,10:22,asx:SCG,SCENTRE GROUP <SCG.AX> : MORNINGSTAR LOWERS FAIR VALUE ESTIMATE TO A$3.85 FROM A$4.0; RATING HOLD��
2017-11-07,asx,asx,09:38,asx:ANN,"ENGLAND:ดัชนีค่าระวางเรือ(Baltic Dry Index)ปิดลบ 3 จุด ที่ 1,473"
2017-11-07,asx,asx,14:15,asx:A3D,BUZZ-Australia's WorleyParsons extends gains to post over 3-year high 
2017-11-07,asx,asx,13:41,asx:OSH,シドニー株式市場・中盤＝反発、6000超え約10年ぶり高値
2017-11-07,asx,asx,09:38,asx:MPL,"ENGLAND:ดัชนีค่าระวางเรือ(Baltic Dry Index)ปิดลบ 3 จุด ที่ 1,473"
2017-11-07,asx,asx,01:11,asx:TPM,CORRECTED-BUZZ-Australia's TPG Telecom hits over 10-week high
2017-11-07,asx,asx,03:10,asx:TPM,CORRECTED-BUZZ-Australia's TPG Telecom hits over 10-week high
2017-11-07,asx,asx,05:10,asx:TPM,CORRECTED-BUZZ-Australia's TPG Telecom hits over 10-week high
2017-11-07,asx,asx,07:09,asx:TPM,CORRECTED-BUZZ-Australia's TPG Telecom hits over 10-week high
2017-11-07,asx,asx,09:09,asx:TPM,CORRECTED-BUZZ-Australia's TPG Telecom hits over 10-week high
2017-11-07,asx,asx,11:07,asx:TPM,CORRECTED-BUZZ-Australia's TPG Telecom hits over 10-week high
2017-11-07,asx,asx,12:59,asx:TPM,CORRECTED-BUZZ-Australia's TPG Telecom hits over 10-week high
2017-11-07,asx,asx,09:07,asx:MZN,MARINDI METALS LTD <MZN.AX> - SEEKS TRADING HALT� PENDING ANNOUNCEMENT OF AN OPTION TO ACQUIRE A TENEMENT WHICH COMPANY VIEWS AS MATERIAL�
2017-11-07,asx,asx,09:31,asx:MZN,BRIEF-Marindi Metals seeks trading halt� 
2017-11-07,asx,asx,12:05,asx:NBL,BUZZ-Australia's Noni B posts biggest intra-day pct fall in 3 wks
2017-11-07,asx,asx,11:30,asx:SEA,BUZZ-Sundance Energy Australia hits near 5-month high 
