,0,1,2
3473,sao_paulo,PPAR3,BRL
3474,sao_paulo,PPLA11,BRL
3475,sao_paulo,PPLA35,BRL
3476,sao_paulo,PPLA36,BRL
3477,sao_paulo,PQDP11,BRL
3478,sao_paulo,PRCA11,BRL
3479,sao_paulo,PRCA12,BRL
3480,sao_paulo,PRCA3,BRL
3481,sao_paulo,PRIO3,BRL
3482,sao_paulo,PRML3,BRL
3483,sao_paulo,PRSV11,BRL
3484,sao_paulo,PSEG3,BRL
3485,sao_paulo,PSEG4,BRL
3486,sao_paulo,PSSA3,BRL
3487,sao_paulo,PSVM11,BRL
3488,sao_paulo,PTBL3,BRL
3489,sao_paulo,PTNT3,BRL
3490,sao_paulo,PTNT4,BRL
3491,sao_paulo,QCOM34,BRL
3492,sao_paulo,QGEP3,BRL
3493,sao_paulo,QUAL3,BRL
3494,sao_paulo,QUSW3,BRL
3495,sao_paulo,RADL3,BRL
3496,sao_paulo,RAIL3,BRL
3497,sao_paulo,RANI3,BRL
3498,sao_paulo,RANI4,BRL
3499,sao_paulo,RAPT3,BRL
3500,sao_paulo,RAPT4,BRL
3501,sao_paulo,RBBV11,BRL
3502,sao_paulo,RBCB11,BRL
3503,sao_paulo,RBDS11,BRL
3504,sao_paulo,RBGS11,BRL
3505,sao_paulo,RBRD11,BRL
3506,sao_paulo,RBRF11,BRL
3507,sao_paulo,RBVO11,BRL
3508,sao_paulo,RCSL3,BRL
3509,sao_paulo,RCSL4,BRL
3510,sao_paulo,RDES11,BRL
3511,sao_paulo,RDNI3,BRL
3512,sao_paulo,REDE3,BRL
3513,sao_paulo,RENT3,BRL
3514,sao_paulo,RIGG34,BRL
3515,sao_paulo,RLOG3,BRL
3516,sao_paulo,RNDP11,BRL
3517,sao_paulo,RNEW11,BRL
3518,sao_paulo,RNEW3,BRL
3519,sao_paulo,RNEW4,BRL
3520,sao_paulo,RNGO11,BRL
3521,sao_paulo,ROMI3,BRL
3522,sao_paulo,ROST34,BRL
3523,sao_paulo,RPAD3,BRL
3524,sao_paulo,RPAD5,BRL
3525,sao_paulo,RPAD6,BRL
3526,sao_paulo,RPMG3,BRL
3527,sao_paulo,RSID3,BRL
3528,sao_paulo,RSUL3,BRL
3529,sao_paulo,RSUL4,BRL
3530,sao_paulo,SAAG11,BRL
3531,sao_paulo,SANB11,BRL
3532,sao_paulo,SANB3,BRL
3533,sao_paulo,SANB4,BRL
3534,sao_paulo,SANC34,BRL
3535,sao_paulo,SAPR3,BRL
3536,sao_paulo,SAPR4,BRL
3537,sao_paulo,SBSP3,BRL
3538,sao_paulo,SBUB34,BRL
3539,sao_paulo,SCAR3,BRL
3540,sao_paulo,SCHW34,BRL
3541,sao_paulo,SCPF11,BRL
3542,sao_paulo,SDIL11,BRL
3543,sao_paulo,SEDU3,BRL
3544,sao_paulo,SEER3,BRL
3545,sao_paulo,SFND11,BRL
3546,sao_paulo,SGPS3,BRL
3547,sao_paulo,SHOW3,BRL
3548,sao_paulo,SHPH11,BRL
3549,sao_paulo,SHUL3,BRL
3550,sao_paulo,SHUL4,BRL
3551,sao_paulo,SINC11,BRL
3552,sao_paulo,SING11,BRL
3553,sao_paulo,SLBG34,BRL
3554,sao_paulo,SLCE3,BRL
3555,sao_paulo,SLED3,BRL
3556,sao_paulo,SLED4,BRL
3557,sao_paulo,SMAL11,BRL
3558,sao_paulo,SMLL11,BRL
3559,sao_paulo,SMLS3,BRL
3560,sao_paulo,SMTO3,BRL
3561,sao_paulo,SNSL3,BRL
3562,sao_paulo,SNSY3,BRL
3563,sao_paulo,SNSY5,BRL
3564,sao_paulo,SNSY6,BRL
3565,sao_paulo,SOND3,BRL
3566,sao_paulo,SOND5,BRL
3567,sao_paulo,SOND6,BRL
3568,sao_paulo,SPAF11,BRL
3569,sao_paulo,SPRI3,BRL
3570,sao_paulo,SPRI5,BRL
3571,sao_paulo,SPRI6,BRL
3572,sao_paulo,SPRN34,BRL
3573,sao_paulo,SPTW11,BRL
3574,sao_paulo,SPXI11,BRL
3575,sao_paulo,SQRM11,BRL
3576,sao_paulo,SQRM3,BRL
3577,sao_paulo,SSBR3,BRL
3578,sao_paulo,SSFO34,BRL
3579,sao_paulo,STBP3,BRL
3580,sao_paulo,STKF3,BRL
3581,sao_paulo,STTR3,BRL
3582,sao_paulo,SULA11,BRL
3583,sao_paulo,SULA3,BRL
3584,sao_paulo,SULA4,BRL
3585,sao_paulo,SUZB5,BRL
3586,sao_paulo,SUZB6,BRL
3587,sao_paulo,TAEE11,BRL
3588,sao_paulo,TAEE3,BRL
3589,sao_paulo,TAEE4,BRL
3590,sao_paulo,TBOF11,BRL
3591,sao_paulo,TCNO3,BRL
3592,sao_paulo,TCNO4,BRL
3593,sao_paulo,TCSA3,BRL
3594,sao_paulo,TECN3,BRL
3595,sao_paulo,TEKA3,BRL
3596,sao_paulo,TEKA4,BRL
3597,sao_paulo,TELB3,BRL
3598,sao_paulo,TELB4,BRL
3599,sao_paulo,TEND3,BRL
3600,sao_paulo,TESA3,BRL
3601,sao_paulo,TEXA34,BRL
3602,sao_paulo,TFOF11,BRL
3603,sao_paulo,TGMA3,BRL
3604,sao_paulo,TGTB34,BRL
3605,sao_paulo,THRA11,BRL
3606,sao_paulo,TIET11,BRL
3607,sao_paulo,TIET3,BRL
3608,sao_paulo,TIET4,BRL
3609,sao_paulo,TIFF34,BRL
3610,sao_paulo,TIMP3,BRL
3611,sao_paulo,TKNO3,BRL
3612,sao_paulo,TKNO4,BRL
3613,sao_paulo,TMOS34,BRL
3614,sao_paulo,TOTS3,BRL
3615,sao_paulo,TOYB13,BRL
3616,sao_paulo,TOYB3,BRL
3617,sao_paulo,TOYB4,BRL
3618,sao_paulo,TPIS3,BRL
3619,sao_paulo,TRIS3,BRL
3620,sao_paulo,TRNT11,BRL
3621,sao_paulo,TRPL3,BRL
3622,sao_paulo,TRPL4,BRL
3623,sao_paulo,TRPN3,BRL
3624,sao_paulo,TRVC34,BRL
3625,sao_paulo,TRXL11,BRL
3626,sao_paulo,TSLA34,BRL
3627,sao_paulo,TSNC11,BRL
3628,sao_paulo,TUPY3,BRL
3629,sao_paulo,TWTR34,BRL
3630,sao_paulo,TWXB34,BRL
3631,sao_paulo,TXRX3,BRL
3632,sao_paulo,TXRX4,BRL
3633,sao_paulo,UBSG34,BRL
3634,sao_paulo,UCAS3,BRL
3635,sao_paulo,UGPA3,BRL
3636,sao_paulo,UNID3,BRL
3637,sao_paulo,UNIP3,BRL
3638,sao_paulo,UNIP5,BRL
3639,sao_paulo,UNIP6,BRL
3640,sao_paulo,UPAC34,BRL
3641,sao_paulo,UPSS34,BRL
3642,sao_paulo,USBC34,BRL
3643,sao_paulo,USIM3,BRL
3644,sao_paulo,USIM5,BRL
3645,sao_paulo,USIM6,BRL
3646,sao_paulo,USSX34,BRL
3647,sao_paulo,UTEC34,BRL
3648,sao_paulo,UTIL11,BRL
3649,sao_paulo,VALE3,BRL
3650,sao_paulo,VALE5,BRL
3651,sao_paulo,VERE11,BRL
3652,sao_paulo,VERZ34,BRL
3653,sao_paulo,VISA34,BRL
3654,sao_paulo,VISC11,BRL
3655,sao_paulo,VIVR3,BRL
3656,sao_paulo,VIVT3,BRL
3657,sao_paulo,VIVT4,BRL
3658,sao_paulo,VLID3,BRL
3659,sao_paulo,VLJS11,BRL
3660,sao_paulo,VLJS12,BRL
3661,sao_paulo,VLOE34,BRL
3662,sao_paulo,VLOL11,BRL
3663,sao_paulo,VPSI11,BRL
3664,sao_paulo,VRTA11,BRL
3665,sao_paulo,VSPT3,BRL
3666,sao_paulo,VSPT4,BRL
3667,sao_paulo,VULC3,BRL
3668,sao_paulo,VVAR11,BRL
3669,sao_paulo,VVAR3,BRL
3670,sao_paulo,VVAR4,BRL
3671,sao_paulo,WALM34,BRL
3672,sao_paulo,WEGE3,BRL
3673,sao_paulo,WFCO34,BRL
3674,sao_paulo,WHRL3,BRL
3675,sao_paulo,WHRL4,BRL
3676,sao_paulo,WIZS3,BRL
3677,sao_paulo,WLMM3,BRL
3678,sao_paulo,WLMM4,BRL
3679,sao_paulo,WSON33,BRL
3680,sao_paulo,WUNI34,BRL
3681,sao_paulo,XBOV11,BRL
3682,sao_paulo,XPCM11,BRL
3683,sao_paulo,XPOM11,BRL
3684,sao_paulo,XRXB34,BRL
3685,sao_paulo,XTED11,BRL
3686,sgx,AAGH,SGD
3687,sgx,AAIK,SGD
3688,sgx,AART,SGD
3689,sgx,ABFB,SGD
3690,sgx,ABRH,SGD
3691,sgx,ABTR,SGD
3692,sgx,ABUN,SGD
3693,sgx,ACCO,SGD
3694,sgx,ACCR,SGD
3695,sgx,ACEA,SGD
3696,sgx,ACES,SGD
3697,sgx,ACH,USD
3698,sgx,ACMA,SGD
3699,sgx,ACRO,SGD
3700,sgx,ADSA,SGD
3701,sgx,ADVA,SGD
3702,sgx,ADVE,SGD
3703,sgx,ADVN,SGD
3704,sgx,AEHL,SGD
3705,sgx,AEIC,SGD
3706,sgx,AEM,SGD
3707,sgx,AEMN,SGD
3708,sgx,AFGL,SGD
3709,sgx,AGVG,SGD
3710,sgx,AHYG,USD
3711,sgx,AIMS,SGD
3712,sgx,AINT,SGD
3713,sgx,ALIB,HKD
3714,sgx,ALLI,SGD
3715,sgx,ALLT,SGD
3716,sgx,ALPH,SGD
3717,sgx,AMHL,SGD
3718,sgx,AMPL,SGD
3719,sgx,AMRA,SGD
3720,sgx,ANAN,SGD
3721,sgx,ANCH,SGD
3722,sgx,ANHL,SGD
3723,sgx,ANIH,SGD
3724,sgx,ANTE,SGD
3725,sgx,AOIL,SGD
3726,sgx,AOXI,SGD
3727,sgx,APAC,SGD
3728,sgx,APST,SGD
3729,sgx,ARIO,SGD
3730,sgx,ARTT,SGD
3731,sgx,ASCT,SGD
3732,sgx,ASFN,SGD
3733,sgx,ASHP,SGD
3734,sgx,ASIA,SGD
3735,sgx,ASIM,SGD
3736,sgx,ASIP,SGD
3737,sgx,ASLM,SGD
3738,sgx,ASMA,SGD
3739,sgx,ASON,SGD
3740,sgx,ASPA,SGD
3741,sgx,ASPE,SGD
3742,sgx,ASRT,SGD
3743,sgx,ASTA,SGD
3744,sgx,ATIC,SGD
3745,sgx,ATIH,SGD
3746,sgx,ATLA,SGD
3747,sgx,ATTI,SGD
3748,sgx,ATVE,SGD
3749,sgx,AUSG,SGD
3750,sgx,AVAU,SGD
3751,sgx,AVIC,SGD
3752,sgx,AVJH,AUD
3753,sgx,AVTH,SGD
3754,sgx,AXCE,SGD
3755,sgx,AZEU,SGD
3756,sgx,BANL,SGD
3757,sgx,BANY,SGD
3758,sgx,BATE,SGD
3759,sgx,BBRS,SGD
3760,sgx,BCIL,SGD
3761,sgx,BEIJ,SGD
3762,sgx,BENK,SGD
3763,sgx,BEST,SGD
3764,sgx,BHGC,SGD
3765,sgx,BHGR,SGD
3766,sgx,BIDU,USD
3767,sgx,BLAC,SGD
3768,sgx,BLUM,SGD
3769,sgx,BMHL,SGD
3770,sgx,BOLD,SGD
3771,sgx,BOUS,SGD
3772,sgx,BRCA,SGD
3773,sgx,BRET,SGD
3774,sgx,BRJP,USD
3775,sgx,BROO,SGD
3776,sgx,BRRM,SGD
3777,sgx,BRWY,SGD
3778,sgx,BSES,SGD
3779,sgx,BTSS,SGD
3780,sgx,BUMI,SGD
3781,sgx,BVHS,SGD
3782,sgx,CACF,SGD
3783,sgx,CACT,SGD
3784,sgx,CALT,SGD
3785,sgx,CAMS,SGD
3786,sgx,CAPI,SGD
3787,sgx,CAPT,SGD
3788,sgx,CASA,SGD
3789,sgx,CATL,SGD
3790,sgx,CBRG,SGD
3791,sgx,CDLT,SGD
3792,sgx,CDWH,SGD
3793,sgx,CEA,USD
3794,sgx,CEGL,SGD
3795,sgx,CEII,SGD
3796,sgx,CELE,SGD
3797,sgx,CERG,SGD
3798,sgx,CESE,SGD
3799,sgx,CEWL,SGD
3800,sgx,CFMH,SGD
3801,sgx,CFTS,USD
3802,sgx,CGEP,SGD
3803,sgx,CGJG,SGD
3804,sgx,CGXF,SGD
3805,sgx,CHA,USD
3806,sgx,CHAL,SGD
3807,sgx,CHAR,SGD
3808,sgx,CHAS,SGD
3809,sgx,CHEM,SGD
3810,sgx,CHEN,SGD
3811,sgx,CHFI,SGD
3812,sgx,CHGI,SGD
3813,sgx,CHGL,SGD
3814,sgx,CHHA,SGD
3815,sgx,CHHL,SGD
3816,sgx,CHHS,SGD
3817,sgx,CHIA,SGD
3818,sgx,CHIE,USD
3819,sgx,CHIG,SGD
3820,sgx,CHIM,SGD
3821,sgx,CHL,USD
3822,sgx,CHNA,SGD
3823,sgx,CHOF,SGD
3824,sgx,CHOO,SGD
3825,sgx,CHSN,SGD
3826,sgx,CHU,USD
3827,sgx,CHWO,SGD
3828,sgx,CHXS,SGD
3829,sgx,CIPH,SGD
3830,sgx,CISA,USD
3831,sgx,CITI,SGD
3832,sgx,CIVM,SGD
3833,sgx,CJEH,SGD
3834,sgx,CJIS,SGD
3835,sgx,CKFC,SGD
3836,sgx,CKUN,SGD
3837,sgx,CMDG,SGD
3838,sgx,CMIL,SGD
3839,sgx,CMLT,SGD
3840,sgx,CNAO,SGD
3841,sgx,CNCL,SGD
3842,sgx,CNER,SGD
3843,sgx,CNFG,SGD
3844,sgx,CNGR,SGD
3845,sgx,CNHL,SGD
3846,sgx,CNMC,SGD
3847,sgx,COGH,SGD
3848,sgx,COLX,SGD
3849,sgx,COMI,SGD
3850,sgx,CORD,SGD
3851,sgx,CORT,SGD
3852,sgx,COSC,SGD
3853,sgx,COSM,SGD
3854,sgx,COUA,SGD
3855,sgx,COUR,SGD
3856,sgx,CPHL,SGD
3857,sgx,CRCT,SGD
3858,sgx,CREA,SGD
3859,sgx,CSCH,SGD
3860,sgx,CSES,SGD
3861,sgx,CSIL,SGD
3862,sgx,CSKY,SGD
3863,sgx,CSUN,SGD
3864,sgx,CTDM,SGD
3865,sgx,CTRP,USD
3866,sgx,CTTG,SGD
3867,sgx,CWGI,SGD
3868,sgx,CWTD,SGD
3869,sgx,CWXG,SGD
3870,sgx,CYBP,SGD
3871,sgx,CYOU,USD
3872,sgx,DAIR,USD
3873,sgx,DAPA,SGD
3874,sgx,DASI,SGD
3875,sgx,DATA,SGD
3876,sgx,DAUS,USD
3877,sgx,DAXJ,USD
3878,sgx,DBAN,USD
3879,sgx,DBBM,USD
3880,sgx,DBSM,SGD
3881,sgx,DCM,USD
3882,sgx,DCSB,AUD
3883,sgx,DCSI,USD
3884,sgx,DCSX,SGD
3885,sgx,DDHL,SGD
3886,sgx,DECL,SGD
3887,sgx,DELF,SGD
3888,sgx,DELO,SGD
3889,sgx,DEOU,USD
3890,sgx,DESS,SGD
3891,sgx,DESX,USD
3892,sgx,DFVT,USD
3893,sgx,DFXI,USD
3894,sgx,DGLE,USD
3895,sgx,DGSD,USD
3896,sgx,DISA,SGD
3897,sgx,DMBR,USD
3898,sgx,DMCN,USD
3899,sgx,DMEU,USD
3900,sgx,DMHL,SGD
3901,sgx,DMIN,USD
3902,sgx,DMJP,USD
3903,sgx,DMKO,USD
3904,sgx,DMMY,USD
3905,sgx,DMNI,USD
3906,sgx,DMPL,SGD
3907,sgx,DMRC,USD
3908,sgx,DMTH,USD
3909,sgx,DMTW,USD
3910,sgx,DMUS,USD
3911,sgx,DMWO,USD
3912,sgx,DMXT,SGD
3913,sgx,DNIX,USD
3914,sgx,DOSA,USD
3915,sgx,DOSR,USD
3916,sgx,DPAK,USD
3917,sgx,DPDL,SGD
3918,sgx,DPQP,USD
3919,sgx,DPXJ,USD
3920,sgx,DRGN,SGD
3921,sgx,DRWT,SGD
3922,sgx,DSIN,USD
3923,sgx,DSPS,USD
3924,sgx,DTHL,SGD
3925,sgx,DUIT,USD
3926,sgx,DUSD,USD
3927,sgx,DUTD,USD
3928,sgx,DUTY,SGD
3929,sgx,DYCL,SGD
3930,sgx,ECOW,SGD
3931,sgx,ECWO,SGD
3932,sgx,EDIT,SGD
3933,sgx,EELT,USD
3934,sgx,EHHL,SGD
3935,sgx,EIND,SGD
3936,sgx,ELPZ,SGD
3937,sgx,EMAS,SGD
3938,sgx,EMER,SGD
3939,sgx,EMSE,SGD
3940,sgx,ENGR,SGD
3941,sgx,EPHL,SGD
3942,sgx,ESGL,SGD
3943,sgx,ESRR,SGD
3944,sgx,ETEL,SGD
3945,sgx,ETGL,SGD
3946,sgx,ETIK,SGD
3947,sgx,EURO,SGD
3948,sgx,EXCE,SGD
3949,sgx,EZHL,SGD
3950,sgx,EZRA,SGD
3951,sgx,FAEA,SGD
3952,sgx,FAEH,SGD
3953,sgx,FARE,SGD
3954,sgx,FBCH,SGD
3955,sgx,FCRT,SGD
3956,sgx,FEDL,SGD
3957,sgx,FEGL,SGD
3958,sgx,FEMP,SGD
3959,sgx,FFHL,SGD
3960,sgx,FIBR,SGD
3961,sgx,FIGT,SGD
3962,sgx,FJBN,SGD
3963,sgx,FOIL,SGD
3964,sgx,FOPS,SGD
3965,sgx,FORT,HKD
3966,sgx,FRAE,SGD
3967,sgx,FRAG,SGD
3968,sgx,FRCR,SGD
3969,sgx,FRCT,SGD
3970,sgx,FREN,SGD
3971,sgx,FRET,SGD
3972,sgx,FRHO,SGD
3973,sgx,FRLD,SGD
3974,sgx,FRNM,SGD
3975,sgx,FSCA,SGD
3976,sgx,FSLT,SGD
3977,sgx,FULL,SGD
3978,sgx,FUYU,SGD
3979,sgx,FXCG,SGD
3980,sgx,FZPI,SGD
3981,sgx,GAGR,SGD
3982,sgx,GAYL,SGD
3983,sgx,GBYL,SGD
3984,sgx,GCCP,SGD
3985,sgx,GDSG,SGD
3986,sgx,GELA,SGD
3987,sgx,GENH,USD
3988,sgx,GENS,SGD
3989,sgx,GEOE,SGD
3990,sgx,GKEC,SGD
3991,sgx,GKHS,SGD
3992,sgx,GLGP,SGD
3993,sgx,GLLI,SGD
3994,sgx,GLNV,SGD
3995,sgx,GLOB,SGD
3996,sgx,GLPL,SGD
3997,sgx,GLVT,SGD
3998,sgx,GOLD,SGD
3999,sgx,GPBS,SGD
4000,sgx,GPEI,SGD
4001,sgx,GPRL,SGD
4002,sgx,GREE,SGD
4003,sgx,GRPS,SGD
4004,sgx,GSHC,SGD
4005,sgx,GSHO,SGD
4006,sgx,GSSE,SGD
4007,sgx,GTCL,SGD
4008,sgx,GUOA,SGD
4009,sgx,GUOC,SGD
4010,sgx,GYLP,SGD
4011,sgx,HACH,SGD
4012,sgx,HALC,SGD
4013,sgx,HANA,USD
4014,sgx,HANR,USD
4015,sgx,HANW,SGD
4016,sgx,HATT,SGD
4017,sgx,HBC,USD
4018,sgx,HBEE,SGD
4019,sgx,HCSU,SGD
4020,sgx,HEET,SGD
4021,sgx,HEMC,SGD
4022,sgx,HFRY,SGD
4023,sgx,HGCS,SGD
4024,sgx,HGMM,SGD
4025,sgx,HIAP,SGD
4026,sgx,HIPI,SGD
4027,sgx,HKEW,SGD
4028,sgx,HKLD,USD
4029,sgx,HLAA,SGD
4030,sgx,HLEC,SGD
4031,sgx,HLGE,SGD
4032,sgx,HLHG,SGD
4033,sgx,HLHL,SGD
4034,sgx,HLSF,SGD
4035,sgx,HLSG,SGD
4036,sgx,HMIH,SGD
4037,sgx,HNGX,SGD
4038,sgx,HNP,USD
4039,sgx,HNYG,SGD
4040,sgx,HONG,SGD
4041,sgx,HOTU,SGD
4042,sgx,HPAR,SGD
4043,sgx,HPHT,USD
4044,sgx,HPPS,SGD
4045,sgx,HRGS,SGD
4046,sgx,HRNE,SGD
4047,sgx,HSEN,SGD
4048,sgx,HSNG,SGD
4049,sgx,HTCL,SGD
4050,sgx,HTJT,SGD
4051,sgx,HTRS,SGD
4052,sgx,HUAN,SGD
4053,sgx,HUAT,SGD
4054,sgx,HUPS,SGD
4055,sgx,HWHS,SGD
4056,sgx,HYFL,SGD
4057,sgx,IBEV,EUR
4058,sgx,IBPI,SGD
4059,sgx,ICPL,SGD
4060,sgx,IEVH,SGD
4061,sgx,IFAC,SGD
4062,sgx,IFAR,SGD
4063,sgx,IFAS,SGD
4064,sgx,IHHH,SGD
4065,sgx,IKEN,SGD
4066,sgx,IMPE,SGD
4067,sgx,INDI,USD
4068,sgx,INFN,SGD
4069,sgx,INFO,SGD
4070,sgx,INPS,SGD
4071,sgx,INTK,SGD
4072,sgx,INTR,SGD
4073,sgx,IPCC,SGD
4074,sgx,IPCO,SGD
4075,sgx,IPSL,SGD
4076,sgx,IPSS,SGD
4077,sgx,IREI,SGD
4078,sgx,ISDN,SGD
4079,sgx,ISEC,SGD
4080,sgx,ISET,SGD
4081,sgx,ISOT,SGD
4082,sgx,ISRC,SGD
4083,sgx,ITRS,SGD
4084,sgx,IXBI,SGD
4085,sgx,JACK,SGD
4086,sgx,JADA,SGD
4087,sgx,JAHL,SGD
4088,sgx,JAPF,SGD
4089,sgx,JARD,USD
4090,sgx,JASO,USD
4091,sgx,JASP,SGD
4092,sgx,JAYA,SGD
4093,sgx,JBFO,SGD
4094,sgx,JCYC,SGD
4095,sgx,JEPH,SGD
4096,sgx,JIHL,SGD
4097,sgx,JLJH,SGD
4098,sgx,JMGL,SGD
4099,sgx,JPFD,SGD
4100,sgx,JSH,USD
4101,sgx,JSIH,SGD
4102,sgx,JUMB,SGD
4103,sgx,JUTN,SGD
4104,sgx,KARI,SGD
4105,sgx,KASA,SGD
4106,sgx,KATR,SGD
4107,sgx,KBEE,SGD
4108,sgx,KBRO,SGD
4109,sgx,KCAL,SGD
4110,sgx,KCFH,SGD
4111,sgx,KCHL,SGD
4112,sgx,KEHO,SGD
4113,sgx,KEPE,SGD
4114,sgx,KEPL,SGD
4115,sgx,KHON,SGD
4116,sgx,KIMH,SGD
4117,sgx,KIML,SGD
4118,sgx,KIWC,SGD
4119,sgx,KLWH,SGD
4120,sgx,KMAR,SGD
4121,sgx,KMEN,SGD
4122,sgx,KODA,SGD
4123,sgx,KOLA,USD
4124,sgx,KOON,SGD
4125,sgx,KOPL,SGD
4126,sgx,KORI,SGD
4127,sgx,KOYO,SGD
4128,sgx,KPEL,USD
4129,sgx,KPLM,SGD
4130,sgx,KRIS,SGD
4131,sgx,KSHH,SGD
4132,sgx,KSTL,SGD
4133,sgx,KTEL,SGD
4134,sgx,KTLG,SGD
4135,sgx,LAEJ,USD
4136,sgx,LAFE,SGD
4137,sgx,LANG,USD
4138,sgx,LAPX,USD
4139,sgx,LASI,USD
4140,sgx,LASS,SGD
4141,sgx,LCRB,USD
4142,sgx,LCRG,USD
4143,sgx,LCTH,SGD
4144,sgx,LDJI,USD
4145,sgx,LEEM,SGD
4146,sgx,LETL,SGD
4147,sgx,LEYC,SGD
4148,sgx,LHNL,SGD
4149,sgx,LHSI,USD
4150,sgx,LHTH,SGD
4151,sgx,LIAS,SGD
4152,sgx,LIBG,SGD
4153,sgx,LIFE,SGD
4154,sgx,LIGL,SGD
4155,sgx,LINC,SGD
4156,sgx,LIND,USD
4157,sgx,LINR,USD
4158,sgx,LION,SGD
4159,sgx,LIOP,SGD
4160,sgx,LKBH,SGD
4161,sgx,LKH,SGD
4162,sgx,LKOM,SGD
4163,sgx,LKRW,USD
4164,sgx,LLEM,USD
4165,sgx,LLTM,USD
4166,sgx,LMAL,USD
4167,sgx,LMEU,USD
4168,sgx,LMRT,SGD
4169,sgx,LNDX,USD
4170,sgx,LONZ,SGD
4171,sgx,LRBC,SGD
4172,sgx,LRUS,USD
4173,sgx,LRZI,SGD
4174,sgx,LSET,USD
4175,sgx,LTCL,SGD
4176,sgx,LTWN,USD
4177,sgx,LUCS,SGD
4178,sgx,LUKG,SGD
4179,sgx,LUZH,SGD
4180,sgx,LWLD,USD
4181,sgx,MACT,SGD
4182,sgx,MAGN,SGD
4183,sgx,MAIW,USD
4184,sgx,MANH,SGD
4185,sgx,MANU,USD
4186,sgx,MAPE,SGD
4187,sgx,MAPI,SGD
4188,sgx,MAPL,SGD
4189,sgx,MAPM,SGD
4190,sgx,MARY,SGD
4191,sgx,MATE,SGD
4192,sgx,MAXI,SGD
4193,sgx,MCHE,SGD
4194,sgx,MCHL,SGD
4195,sgx,MDRT,SGD
4196,sgx,MDVT,SGD
4197,sgx,MEGA,SGD
4198,sgx,MEGH,SGD
4199,sgx,MEMS,SGD
4200,sgx,MEMT,SGD
4201,sgx,MERC,SGD
4202,sgx,META,SGD
4203,sgx,METE,SGD
4204,sgx,MEWI,SGD
4205,sgx,MFG,USD
4206,sgx,MFSL,SGD
4207,sgx,MIDA,SGD
4208,sgx,MIEL,SGD
4209,sgx,MITD,SGD
4210,sgx,MIYO,SGD
4211,sgx,MMEC,SGD
4212,sgx,MMPC,SGD
4213,sgx,MMPR,SGD
4214,sgx,MOIL,USD
4215,sgx,MONE,SGD
4216,sgx,MOYA,SGD
4217,sgx,MRTL,SGD
4218,sgx,MRUW,JPY
4219,sgx,MSEL,SGD
4220,sgx,MSHO,SGD
4221,sgx,MSML,SGD
4222,sgx,MTCS,SGD
4223,sgx,MTHL,SGD
4224,sgx,MTLS,SGD
4225,sgx,MTU,USD
4226,sgx,MURA,JPY
4227,sgx,MYPL,SGD
4228,sgx,MYSC,SGD
4229,sgx,NATS,SGD
4230,sgx,NAUT,SGD
4231,sgx,NCHL,SGD
4232,sgx,NEOG,SGD
4233,sgx,NERA,SGD
4234,sgx,NETL,SGD
4235,sgx,NEWS,SGD
4236,sgx,NEWW,SGD
4237,sgx,NEXT,SGD
4238,sgx,NICO,SGD
4239,sgx,NIKK,SGD
4240,sgx,NIPP,SGD
4241,sgx,NISE,SGD
4242,sgx,NLPM,SGD
4243,sgx,NMCG,SGD
4244,sgx,NMHD,JPY
4245,sgx,NOBG,SGD
4246,sgx,NOEL,SGD
4247,sgx,NPFH,SGD
4248,sgx,NRGL,SGD
4249,sgx,NTES,USD
4250,sgx,NTOR,SGD
4251,sgx,NTYO,SGD
4252,sgx,NUTR,SGD
4253,sgx,OCBC,SGD
4254,sgx,OCEA,SGD
4255,sgx,OCGL,SGD
4256,sgx,OCKL,SGD
4257,sgx,OELH,SGD
4258,sgx,OKHG,SGD
4259,sgx,OKPH,SGD
4260,sgx,OLAM,SGD
4261,sgx,OLSE,SGD
4262,sgx,ONES,USD
4263,sgx,ORIE,SGD
4264,sgx,OSSA,SGD
4265,sgx,OUEC,SGD
4266,sgx,OUEH,SGD
4267,sgx,OUEL,SGD
4268,sgx,OUER,SGD
4269,sgx,OVER,SGD
4270,sgx,OVES,SGD
4271,sgx,OXHL,SGD
4272,sgx,PACC,SGD
4273,sgx,PACF,SGD
4274,sgx,PACI,SGD
4275,sgx,PACS,SGD
4276,sgx,PANA,SGD
4277,sgx,PANH,SGD
4278,sgx,PANU,SGD
4279,sgx,PAVI,SGD
4280,sgx,PCEN,SGD
4281,sgx,PCIL,SGD
4282,sgx,PECL,SGD
4283,sgx,PERE,SGD
4284,sgx,PFML,SGD
4285,sgx,PGUN,SGD
4286,sgx,PHAR,SGD
4287,sgx,PHIL,USD
4288,sgx,PJSC,USD
4289,sgx,PLAT,SGD
4290,sgx,PLPS,SGD
4291,sgx,PMDS,SGD
4292,sgx,PNEI,SGD
4293,sgx,POGN,SGD
4294,sgx,POLA,SGD
4295,sgx,PRAL,SGD
4296,sgx,PROC,SGD
4297,sgx,PRTL,USD
4298,sgx,PSGH,SGD
4299,sgx,PSLL,SGD
4300,sgx,PTBL,SGD
4301,sgx,PTCL,SGD
4302,sgx,PTR,USD
4303,sgx,PWLR,SGD
4304,sgx,QAFS,SGD
4305,sgx,QGMI,SGD
4306,sgx,QIAN,SGD
4307,sgx,QMDT,SGD
4308,sgx,QTVA,SGD
4309,sgx,RAFF,SGD
4310,sgx,RAFG,SGD
4311,sgx,RAMB,SGD
